Lead ID,Created At,Product Type,Channel,Device,Partner,City,Insurance Company,Payment Type,Minutes Since Abandonment,Days To Policy Expiry,Price,Discount Percent,Has Previous Purchase,Visited Offer Page,Incoming Call Last 24h,Sessions Last 7d,Offer Views Last 7d,Price Comparisons Last 7d,Days Since Last Visit,Expected Margin,Completed Purchase
L118980,2026-05-24 22:56:00,carbody,CRM,desktop,direct,Isfahan,Pasargad,cash,77,4,21590000.0,6.6,0,0,1,2,1,1,9.8,885200.0,0
L142487,2026-04-30 05:22:00,thirdparty,Paid,mobile,direct,Tehran,Pasargad,cash,112,4,3160000.0,9.9,0,1,0,3,5,0,0.1,91600.0,0
L135597,2026-08-23 10:39:00,thirdparty,SEO,mobile,direct,Other,Alborz,cash,247,24,9430000.0,0.0,0,0,0,2,2,2,12.8,245200.0,0
L108254,2026-08-27 20:28:00,thirdparty,SEO,mobile,other_partner,Qom,Dana,cash,166,0,9390000.0,4.3,0,0,0,5,1,1,0.2,244100.0,0
L108267,2026-05-17 12:39:00,carbody,SEO,mobile,direct,Tehran,Saman,cash,91,25,13530000.0,2.7,0,0,0,1,1,0,7.9,568300.0,0
L142274,2026-06-17 18:28:00,thirdparty,SEO,mobile,direct,Tabriz,Iran,bnpl,177,3,6240000.0,4.3,0,1,0,2,3,2,5.8,149800.0,1
L117216,2026-05-31 06:16:00,thirdparty,Paid,mobile,shoraka,Mashhad,Asia,installment,97,19,7910000.0,6.5,0,1,0,4,1,0,11.8,205700.0,0
L110475,2026-07-27 01:20:00,carbody,Paid,mobile,direct,Tehran,Alborz,cash,262,44,18780000.0,11.1,0,0,0,3,0,0,9.9,713600.0,0
L107053,2026-07-16 11:27:00,thirdparty,Paid,mobile,direct,Isfahan,Asia,cash,158,10,5160000.0,4.1,1,1,0,5,2,1,0.3,134200.0,0
L145991,2026-05-01 13:13:00,thirdparty,Referral,mobile,autoabzar,Other,Parsian,cash,43,31,7610000.0,9.5,1,1,0,2,3,1,7.0,197900.0,1
L116768,2026-04-02 23:11:00,carbody,Referral,mobile,other_partner,Isfahan,Asia,installment,94,14,22900000.0,5.2,0,0,1,2,0,0,0.3,870200.0,0
L127936,2026-05-23 18:56:00,carbody,SEO,desktop,direct,Tehran,Iran,cash,161,20,27350000.0,10.1,0,1,0,4,6,2,5.5,1039300.0,0
L146645,2026-07-27 15:04:00,thirdparty,SEO,mobile,direct,Tabriz,Iran,cash,152,5,3490000.0,7.7,0,0,0,3,2,2,19.4,90700.0,0
L143739,2026-07-05 16:51:00,thirdparty,Paid,mobile,other_partner,Tehran,Asia,installment,188,5,3420000.0,11.2,0,1,0,3,1,0,12.2,88900.0,0
L115642,2026-08-23 04:15:00,thirdparty,SEO,mobile,direct,Mashhad,Iran,cash,230,2,7600000.0,3.8,0,0,1,1,1,0,1.1,197600.0,0
L149217,2026-07-25 20:07:00,carbody,Referral,mobile,direct,Mashhad,Pasargad,installment,63,16,16730000.0,4.4,1,0,0,2,0,1,1.7,685900.0,0
L100118,2026-07-30 01:43:00,thirdparty,SEO,desktop,direct,Isfahan,Parsian,cash,295,18,6970000.0,5.1,0,1,0,4,4,0,21.0,181200.0,0
L109094,2026-07-17 03:24:00,thirdparty,Paid,mobile,direct,Tehran,Iran,cash,66,12,7190000.0,2.6,1,1,0,6,4,1,4.0,186900.0,0
L147637,2026-07-30 22:03:00,thirdparty,Referral,mobile,autoabzar,Isfahan,Iran,cash,74,20,6580000.0,4.6,0,1,0,1,0,0,0.0,171100.0,0
L133390,2026-06-24 17:10:00,carbody,CRM,mobile,direct,Tehran,Saman,installment,280,6,25020000.0,5.5,0,1,0,1,5,0,2.3,1050800.0,0
L132541,2026-05-22 22:20:00,carbody,SEO,mobile,shoraka,Tehran,Pasargad,cash,28,25,15390000.0,6.0,1,1,1,6,5,2,7.0,631000.0,0
L116924,2026-04-12 03:59:00,thirdparty,SEO,mobile,direct,,Alborz,cash,42,16,7440000.0,6.9,0,0,0,3,0,0,5.6,193400.0,0
L103791,2026-05-29 04:51:00,carbody,Paid,mobile,direct,Mashhad,Saman,cash,40,7,18360000.0,8.0,0,1,0,2,4,1,1.6,771100.0,1
L146629,2026-08-18 04:32:00,thirdparty,SEO,mobile,direct,Other,Iran,installment,102,35,6860000.0,2.6,1,1,0,3,3,1,3.1,178400.0,0
L114562,2026-06-03 11:04:00,thirdparty,Referral,mobile,autoabzar,Other,Saman,cash,39,18,5290000.0,6.5,0,1,0,2,2,0,6.4,158700.0,0
L132458,2026-07-26 09:42:00,thirdparty,SEO,mobile,other_partner,Shiraz,Pasargad,cash,39,9,6340000.0,10.7,1,1,0,8,1,1,7.2,183900.0,0
L145093,2026-05-09 23:22:00,thirdparty,Paid,mobile,other_partner,Ahvaz,Saman,installment,76,7,7200000.0,0.0,1,1,0,4,3,1,2.9,216000.0,0
L108608,2026-08-06 16:30:00,thirdparty,Paid,mobile,direct,Tehran,Pasargad,cash,90,18,6500000.0,6.9,0,1,0,4,1,0,10.3,188500.0,0
L139299,2026-04-02 14:27:00,thirdparty,SEO,mobile,shoraka,Tehran,Parsian,installment,96,-6,7890000.0,2.2,0,0,0,1,0,1,7.8,205100.0,0
L130868,2026-06-02 17:27:00,carbody,SEO,mobile,autoabzar,Tehran,Pasargad,cash,20,22,20660000.0,0.0,0,0,0,5,0,4,1.9,847100.0,0
L102437,2026-08-25 12:01:00,carbody,Paid,mobile,direct,Karaj,Asia,cash,198,24,16190000.0,7.7,0,1,0,3,1,0,6.1,615200.0,0
L146644,2026-08-14 15:39:00,carbody,Referral,mobile,direct,Other,Parsian,cash,18,12,14150000.0,2.5,1,1,0,5,2,2,0.7,537700.0,0
L107510,2026-04-21 07:03:00,carbody,SEO,mobile,shoraka,Tabriz,Dana,installment,7,3,15060000.0,2.4,1,0,0,8,0,0,11.0,572300.0,0
L144232,2026-06-21 09:11:00,thirdparty,CRM,desktop,direct,Isfahan,Iran,cash,71,2,7220000.0,10.4,1,0,1,2,1,1,2.1,187700.0,0
L130150,2026-08-24 11:16:00,thirdparty,SEO,mobile,direct,Tehran,Asia,cash,143,35,7010000.0,7.8,0,1,0,2,4,2,14.1,182300.0,0
L124013,2026-04-12 15:40:00,thirdparty,Paid,desktop,direct,,Alborz,bnpl,35,18,9740000.0,6.6,1,1,1,5,3,0,1.9,233800.0,0
L110311,2026-07-17 10:31:00,thirdparty,CRM,mobile,direct,Isfahan,Parsian,cash,114,15,3420000.0,4.5,0,1,0,1,1,3,2.3,88900.0,1
L116724,2026-06-13 09:07:00,thirdparty,Paid,mobile,shoraka,Other,Alborz,cash,23,37,1620000.0,9.7,1,1,0,2,0,0,2.4,42100.0,1
L124421,2026-07-28 21:21:00,thirdparty,Referral,desktop,direct,Other,Iran,bnpl,144,22,6760000.0,5.6,0,1,0,6,5,0,12.7,162200.0,1
L104335,2026-08-01 20:27:00,thirdparty,CRM,mobile,direct,Tehran,Asia,bnpl,69,-6,4870000.0,3.9,1,0,1,4,0,0,10.4,116900.0,0
L127023,2026-04-27 05:34:00,thirdparty,Paid,desktop,shoraka,Other,Pasargad,bnpl,84,18,6520000.0,10.3,0,0,0,3,0,0,0.5,176000.0,0
L131886,2026-08-23 14:13:00,thirdparty,Referral,desktop,autoabzar,Tehran,Iran,cash,28,-20,9460000.0,2.5,0,0,0,1,0,0,14.6,246000.0,0
L122986,2026-05-30 20:06:00,carbody,Paid,desktop,autoabzar,Tehran,Asia,bnpl,42,13,21580000.0,10.1,0,0,0,4,0,1,0.1,776900.0,0
L103347,2026-05-27 00:26:00,thirdparty,Paid,mobile,shoraka,Tabriz,Pasargad,cash,30,3,7470000.0,7.6,1,0,0,3,2,0,3.3,216600.0,0
L112915,2026-05-16 23:51:00,thirdparty,Referral,desktop,autoabzar,Other,Saman,bnpl,112,2,11310000.0,11.9,0,1,0,1,1,1,7.2,316700.0,0
L104169,2026-07-08 15:31:00,carbody,CRM,mobile,direct,Isfahan,Alborz,cash,85,15,15710000.0,2.7,1,1,0,7,2,2,0.0,597000.0,0
L139638,2026-06-23 10:12:00,thirdparty,Referral,desktop,direct,Mashhad,Asia,installment,260,1,6410000.0,0.0,1,0,0,3,1,0,2.5,166700.0,0
L109786,2026-08-28 14:56:00,thirdparty,SEO,mobile,direct,Tehran,Parsian,cash,27,25,7430000.0,1.8,0,1,0,4,4,1,3.9,193200.0,0
L141438,2026-08-13 04:56:00,thirdparty,CRM,mobile,other_partner,Tehran,Pasargad,cash,163,24,6380000.0,1.7,0,0,0,3,1,1,10.5,185000.0,0
L149791,2026-06-10 08:48:00,thirdparty,Referral,mobile,other_partner,Tehran,Asia,bnpl,76,27,,4.6,0,0,0,1,1,0,21.9,179500.0,0
L108089,2026-04-22 22:52:00,thirdparty,CRM,mobile,direct,Tehran,Parsian,cash,77,32,10700000.0,6.6,1,0,0,5,0,0,2.7,278200.0,0
L135589,2026-07-27 18:06:00,carbody,Referral,mobile,direct,Rasht,Dana,bnpl,348,25,19670000.0,8.6,0,0,0,6,0,1,10.5,708100.0,0
L144930,2026-06-08 14:24:00,thirdparty,SEO,desktop,direct,Tehran,Saman,installment,53,22,10330000.0,4.2,0,1,0,7,3,1,10.8,309900.0,1
L119699,2026-08-05 07:05:00,thirdparty,Referral,mobile,direct,Karaj,Saman,installment,32,23,5870000.0,11.0,0,1,0,2,1,0,2.8,176100.0,0
L143949,2026-04-30 12:13:00,carbody,SEO,mobile,direct,Tehran,Saman,cash,73,3,14580000.0,2.3,0,0,0,4,0,0,6.0,612400.0,0
L130228,2026-08-13 15:10:00,thirdparty,SEO,mobile,direct,Mashhad,Asia,cash,253,25,3180000.0,5.4,1,0,0,3,1,1,1.3,82700.0,0
L147914,2026-04-10 02:54:00,carbody,SEO,desktop,direct,Other,Saman,installment,91,13,23930000.0,3.9,0,1,0,4,0,1,19.1,1005100.0,0
L105260,2026-08-15 12:31:00,carbody,SEO,mobile,direct,Karaj,Parsian,cash,44,10,26730000.0,8.2,1,1,0,2,1,2,9.2,1015700.0,0
L131640,2026-08-09 04:32:00,carbody,Paid,desktop,direct,Tehran,Saman,cash,149,4,25080000.0,4.7,0,1,0,4,3,1,1.1,1053400.0,0
L144551,2026-08-01 01:01:00,thirdparty,SEO,desktop,direct,Tabriz,Pasargad,cash,132,-7,7270000.0,6.8,0,0,0,3,1,5,13.0,210800.0,0
L138774,2026-08-07 09:49:00,thirdparty,SEO,mobile,direct,Tehran,Dana,cash,102,15,13920000.0,6.9,1,0,0,5,0,1,1.0,361900.0,0
L139557,2026-04-24 02:52:00,carbody,Paid,mobile,direct,Isfahan,Parsian,cash,128,15,9100000.0,8.1,0,0,0,3,0,3,1.8,345800.0,0
L148157,2026-04-02 00:44:00,thirdparty,Paid,desktop,direct,Tehran,Pasargad,cash,76,26,7830000.0,13.4,0,1,0,3,5,0,1.0,227100.0,0
L149731,2026-08-04 17:05:00,carbody,SEO,mobile,direct,Tehran,Pasargad,installment,142,25,24030000.0,3.7,0,0,0,1,0,3,1.9,985200.0,0
L146242,2026-04-28 16:00:00,carbody,SEO,mobile,other_partner,Shiraz,Pasargad,cash,112,3,23250000.0,6.4,0,1,0,4,1,0,5.0,953200.0,0
L143596,2026-05-11 18:14:00,thirdparty,Paid,mobile,direct,Other,Pasargad,cash,73,12,7140000.0,4.2,0,1,0,5,3,0,5.9,207100.0,0
L134230,2026-06-11 05:24:00,thirdparty,SEO,desktop,direct,Isfahan,Saman,bnpl,75,18,7060000.0,0.2,0,0,0,2,0,1,5.7,197700.0,0
L100309,2026-04-05 11:18:00,thirdparty,SEO,mobile,direct,Tehran,Alborz,cash,81,18,7850000.0,9.5,0,1,0,5,3,1,6.1,204100.0,0
L117790,2026-05-21 23:23:00,thirdparty,SEO,mobile,autoabzar,Other,Asia,installment,71,10,6350000.0,8.7,0,0,0,2,1,0,20.3,165100.0,0
L102644,2026-06-05 17:17:00,thirdparty,SEO,mobile,direct,Tehran,Alborz,bnpl,29,29,9990000.0,,0,1,0,3,3,2,1.4,239800.0,0
L111648,2026-08-18 17:41:00,thirdparty,Referral,mobile,direct,Mashhad,Parsian,installment,58,12,6080000.0,0.0,1,1,0,2,1,1,1.5,158100.0,0
L124657,2026-07-29 08:36:00,thirdparty,Referral,mobile,direct,Rasht,Iran,bnpl,58,2,9920000.0,6.1,0,1,0,7,2,0,1.7,238100.0,1
L113021,2026-05-01 08:55:00,thirdparty,CRM,mobile,shoraka,Isfahan,Pasargad,bnpl,35,7,6970000.0,0.0,0,0,0,5,1,0,8.2,188200.0,0
L118240,2026-04-14 20:42:00,thirdparty,SEO,desktop,other_partner,Isfahan,Saman,cash,72,23,,4.8,0,0,0,3,0,0,0.4,184200.0,0
L145661,2026-04-11 15:23:00,thirdparty,CRM,desktop,autoabzar,Isfahan,Dana,installment,103,18,5520000.0,3.3,0,1,0,3,1,1,20.1,143500.0,0
L107815,2026-06-13 17:26:00,thirdparty,SEO,mobile,direct,Mashhad,Parsian,installment,60,-5,7480000.0,7.1,0,1,0,4,3,2,13.5,194500.0,1
L126450,2026-07-08 02:01:00,thirdparty,SEO,mobile,direct,Shiraz,Saman,cash,102,16,3790000.0,10.1,0,1,0,4,4,2,2.2,113700.0,0
L106543,2026-08-21 09:23:00,carbody,Referral,desktop,direct,Shiraz,Dana,cash,19,29,19390000.0,6.1,0,0,0,3,0,1,39.2,736800.0,0
L137983,2026-05-21 18:22:00,carbody,SEO,desktop,direct,Tehran,Iran,bnpl,116,35,25690000.0,5.1,1,1,0,4,5,1,2.3,924800.0,0
L124256,2026-07-11 07:52:00,thirdparty,Referral,mobile,autoabzar,Mashhad,Asia,cash,31,2,7390000.0,,0,1,0,4,2,0,0.4,192100.0,0
L146069,2026-07-31 23:52:00,thirdparty,SEO,mobile,other_partner,Karaj,Parsian,bnpl,187,1,7170000.0,5.3,0,1,0,2,2,1,36.5,172100.0,0
L110042,2026-04-01 05:32:00,thirdparty,SEO,mobile,autoabzar,Karaj,Pasargad,cash,109,2,9810000.0,6.0,1,1,0,7,4,0,3.1,284500.0,1
L115406,2026-05-06 11:03:00,thirdparty,Paid,mobile,other_partner,Tehran,Asia,cash,132,9,9150000.0,6.7,1,0,0,5,4,0,1.3,237900.0,0
L134424,2026-07-29 04:43:00,thirdparty,Paid,mobile,shoraka,Tehran,Alborz,cash,123,25,9390000.0,8.3,1,1,0,3,5,0,4.2,244100.0,0
L128247,2026-05-28 21:28:00,carbody,Paid,mobile,direct,Tehran,Pasargad,cash,145,23,23430000.0,11.5,1,1,0,4,3,0,5.1,960600.0,0
L114179,2026-05-23 19:04:00,thirdparty,CRM,mobile,direct,Tehran,Iran,cash,210,-7,10730000.0,0.0,1,0,0,5,0,1,5.9,279000.0,0
L134053,2026-05-14 12:10:00,thirdparty,SEO,mobile,direct,Other,Alborz,cash,205,26,6360000.0,0.0,0,1,0,7,2,1,2.7,165400.0,0
L139261,2026-06-21 02:01:00,thirdparty,Paid,mobile,direct,Tehran,Asia,cash,180,24,9620000.0,5.6,1,0,0,3,1,2,5.0,250100.0,0
L106614,2026-07-29 11:32:00,thirdparty,Paid,mobile,direct,Other,Pasargad,cash,184,28,10130000.0,7.0,1,1,1,6,1,0,12.3,293800.0,0
L133910,2026-05-28 01:37:00,carbody,Paid,desktop,other_partner,Tehran,Saman,installment,158,7,17680000.0,8.0,1,0,0,2,1,0,8.1,742600.0,0
L117506,2026-05-22 12:21:00,thirdparty,SEO,mobile,direct,Karaj,Saman,cash,104,16,8920000.0,10.4,1,1,0,8,2,0,5.9,267600.0,0
L144603,2026-06-28 22:40:00,thirdparty,Paid,mobile,direct,Other,Alborz,cash,70,22,6600000.0,6.2,1,1,0,4,3,2,5.3,171600.0,0
L135655,2026-05-10 03:50:00,thirdparty,SEO,mobile,other_partner,Other,Iran,cash,2,5,6690000.0,5.2,0,1,0,4,4,0,8.9,173900.0,0
L134219,2026-07-23 00:41:00,thirdparty,SEO,mobile,direct,Tehran,Saman,cash,58,35,6140000.0,5.8,0,0,0,5,1,2,28.2,184200.0,0
L115807,2026-07-28 09:21:00,carbody,Referral,mobile,direct,Tehran,Saman,installment,101,15,22060000.0,6.6,0,0,0,3,0,0,7.9,926500.0,0
L113816,2026-04-18 19:56:00,carbody,SEO,mobile,other_partner,Shiraz,Saman,installment,118,-9,24670000.0,10.2,0,1,0,5,3,4,1.9,1036100.0,0
L126461,2026-07-24 20:20:00,thirdparty,Paid,desktop,shoraka,Shiraz,Asia,installment,140,13,8650000.0,0.4,0,1,1,3,2,0,1.7,224900.0,0
L130224,2026-08-08 07:24:00,thirdparty,Paid,desktop,autoabzar,Ahvaz,Alborz,cash,96,7,5460000.0,1.5,1,1,0,2,6,1,5.0,142000.0,0
L140221,2026-06-25 01:50:00,carbody,Referral,desktop,other_partner,Tehran,Parsian,cash,143,33,15330000.0,4.5,0,1,0,4,1,2,12.9,582500.0,0
L133666,2026-07-30 05:09:00,thirdparty,SEO,desktop,other_partner,Tehran,Iran,cash,103,-8,7130000.0,4.9,0,1,0,5,2,0,34.5,185400.0,0
L120902,2026-05-11 21:38:00,carbody,SEO,mobile,direct,Tehran,Asia,cash,81,31,25810000.0,,0,1,0,3,4,1,20.1,980800.0,0
L118639,2026-08-10 08:59:00,carbody,SEO,mobile,direct,Other,Asia,cash,38,8,17420000.0,3.8,1,0,0,4,0,5,14.1,662000.0,0
L110280,2026-07-21 05:52:00,carbody,Paid,mobile,direct,Karaj,Iran,cash,121,10,24390000.0,4.2,1,1,0,3,1,1,2.6,926800.0,0
L116733,2026-08-10 11:38:00,thirdparty,Paid,mobile,direct,Shiraz,Dana,cash,63,13,7280000.0,5.6,0,0,1,3,0,2,3.5,189300.0,0
L121770,2026-06-13 10:36:00,thirdparty,SEO,mobile,shoraka,Other,Alborz,installment,73,13,7330000.0,4.5,0,0,0,4,1,1,4.2,190600.0,0
L110909,2026-08-10 21:12:00,thirdparty,Referral,mobile,direct,Other,Pasargad,installment,52,-1,10000000.0,1.2,1,1,0,4,2,0,2.7,290000.0,0
L102234,2026-06-06 23:14:00,thirdparty,CRM,mobile,direct,Ahvaz,Saman,cash,86,16,8240000.0,9.6,0,0,0,3,1,1,5.3,247200.0,0
L136730,2026-08-22 08:47:00,thirdparty,SEO,mobile,other_partner,Tehran,Asia,bnpl,36,12,10280000.0,6.7,0,1,1,7,1,2,11.0,246700.0,0
L106678,2026-05-06 15:19:00,carbody,Paid,mobile,direct,Tehran,Asia,bnpl,72,-6,18480000.0,9.7,1,0,1,7,0,0,1.0,665300.0,0
L123561,2026-06-26 05:59:00,thirdparty,Paid,mobile,direct,Other,Alborz,cash,134,7,7600000.0,5.9,0,1,0,3,2,0,9.4,197600.0,0
L122004,2026-04-14 16:47:00,thirdparty,Paid,mobile,autoabzar,Karaj,Saman,cash,164,24,8260000.0,6.9,0,1,0,2,2,1,12.9,247800.0,0
L145045,2026-05-20 21:44:00,thirdparty,CRM,mobile,direct,Isfahan,Alborz,bnpl,63,36,8220000.0,4.5,0,1,0,6,2,1,35.5,197300.0,0
L106420,2026-08-27 00:36:00,thirdparty,Paid,desktop,autoabzar,Mashhad,Pasargad,cash,113,8,7210000.0,1.4,0,1,0,6,1,0,9.5,209100.0,0
L147078,2026-07-30 05:28:00,carbody,SEO,mobile,direct,Tehran,Asia,cash,124,24,21990000.0,4.6,0,1,0,5,3,0,18.5,835600.0,0
L144523,2026-08-10 23:11:00,thirdparty,SEO,mobile,autoabzar,Other,Pasargad,cash,280,-11,4850000.0,0.9,1,1,0,3,2,2,10.7,140600.0,0
L101930,2026-06-02 17:26:00,carbody,SEO,mobile,autoabzar,Karaj,Dana,cash,104,22,28000000.0,11.6,1,1,0,2,6,3,0.2,1064000.0,0
L114318,2026-05-25 17:37:00,thirdparty,SEO,mobile,direct,Karaj,Pasargad,cash,59,25,9880000.0,1.6,1,1,0,6,4,3,7.1,286500.0,0
L142049,2026-08-04 11:31:00,thirdparty,Paid,mobile,direct,Isfahan,Alborz,cash,66,17,9440000.0,13.7,0,0,0,1,0,0,3.4,245400.0,0
L105982,2026-05-22 18:57:00,thirdparty,Referral,mobile,shoraka,Other,Iran,cash,25,15,7550000.0,8.3,1,0,0,7,0,1,0.0,196300.0,0
L137520,2026-05-24 12:36:00,thirdparty,CRM,mobile,direct,Mashhad,Dana,cash,63,11,6490000.0,4.2,0,1,0,1,2,0,3.2,168700.0,0
L148454,2026-04-16 23:14:00,thirdparty,CRM,mobile,other_partner,Other,Asia,cash,135,19,4040000.0,7.1,0,0,1,3,0,0,2.1,105000.0,0
L132054,2026-06-05 13:28:00,carbody,Paid,desktop,direct,Tehran,Parsian,bnpl,81,26,25070000.0,3.8,1,0,0,4,1,0,4.2,902500.0,0
L102687,2026-04-02 07:38:00,thirdparty,Paid,mobile,other_partner,Karaj,Saman,cash,73,14,6310000.0,7.3,0,0,0,1,0,2,23.3,189300.0,0
L115639,2026-04-11 12:37:00,thirdparty,CRM,mobile,direct,Mashhad,Parsian,cash,220,11,4930000.0,3.4,0,1,0,3,4,1,9.9,128200.0,0
L120329,2026-05-28 17:27:00,thirdparty,Paid,mobile,direct,Other,Pasargad,bnpl,67,16,6020000.0,11.1,0,1,0,2,5,1,9.1,162500.0,0
L142640,2026-04-14 01:32:00,carbody,CRM,desktop,direct,Other,Iran,cash,37,21,25210000.0,8.5,1,0,0,8,2,1,3.6,958000.0,0
L118854,2026-05-31 04:00:00,thirdparty,Paid,mobile,other_partner,Rasht,Alborz,cash,111,21,8740000.0,4.6,0,1,1,2,1,0,13.2,227200.0,0
L131550,2026-04-02 23:31:00,carbody,SEO,mobile,other_partner,Other,Iran,cash,46,24,16610000.0,4.0,0,1,0,3,5,2,39.4,631200.0,0
L138384,2026-05-26 04:38:00,thirdparty,Paid,mobile,shoraka,Mashhad,Pasargad,installment,192,4,4870000.0,10.7,0,0,0,4,0,1,18.8,141200.0,0
L140541,2026-08-05 06:35:00,thirdparty,Paid,desktop,shoraka,Tehran,Dana,installment,147,4,8490000.0,7.6,1,0,0,8,0,2,5.9,220700.0,0
L103573,2026-06-27 06:56:00,thirdparty,Referral,desktop,shoraka,Isfahan,Dana,cash,190,29,6840000.0,4.4,0,1,0,4,4,1,8.0,177800.0,0
L131448,2026-07-30 00:55:00,thirdparty,Paid,desktop,direct,,Parsian,cash,70,-11,5290000.0,7.2,0,1,0,4,2,0,9.1,137500.0,0
L143516,2026-08-26 08:43:00,thirdparty,SEO,mobile,shoraka,Tehran,Iran,installment,83,15,7720000.0,2.1,0,1,0,1,1,1,3.3,200700.0,0
L106737,2026-08-17 01:45:00,thirdparty,SEO,mobile,direct,Tabriz,Asia,cash,73,27,8890000.0,3.7,0,1,0,1,2,0,3.4,231100.0,0
L100119,2026-04-18 14:23:00,carbody,Referral,mobile,direct,Karaj,Asia,cash,126,11,11340000.0,3.2,0,1,0,3,3,1,5.5,430900.0,0
L118552,2026-05-28 13:05:00,thirdparty,Referral,mobile,shoraka,Tehran,Asia,installment,174,18,9430000.0,4.9,0,1,0,1,2,1,21.8,245200.0,0
L115470,2026-05-12 05:06:00,carbody,CRM,mobile,direct,Tehran,Alborz,cash,29,-2,25130000.0,3.8,1,0,0,4,1,1,2.6,954900.0,1
L106806,2026-05-08 11:11:00,thirdparty,Paid,mobile,autoabzar,Shiraz,Saman,cash,147,16,10200000.0,3.7,1,1,0,5,2,2,3.5,306000.0,0
L135234,2026-04-20 02:27:00,thirdparty,Referral,mobile,direct,Tehran,Asia,installment,11,4,10180000.0,3.7,1,1,0,7,2,1,8.2,264700.0,1
L117538,2026-08-27 16:44:00,carbody,SEO,mobile,direct,,Saman,bnpl,97,33,11290000.0,3.0,0,1,0,3,0,2,0.4,451600.0,1
L109321,2026-05-12 01:58:00,carbody,SEO,desktop,direct,Tehran,Asia,cash,28,20,15830000.0,5.2,0,0,0,3,0,1,6.8,601500.0,0
L112268,2026-04-06 00:23:00,thirdparty,Referral,mobile,shoraka,Tehran,Pasargad,cash,40,-5,7500000.0,8.7,0,0,0,2,0,2,10.1,217500.0,0
L111476,2026-08-26 07:43:00,thirdparty,CRM,mobile,direct,Tehran,Alborz,bnpl,202,30,5020000.0,5.6,1,0,1,2,0,0,10.9,120500.0,0
L115253,2026-07-17 11:03:00,carbody,Referral,desktop,direct,Tehran,Iran,cash,79,20,27800000.0,5.0,0,0,0,3,0,2,2.3,1056400.0,0
L111969,2026-08-27 01:26:00,thirdparty,Referral,mobile,autoabzar,Mashhad,Parsian,bnpl,118,21,8100000.0,7.6,0,0,0,3,1,0,1.2,194400.0,0
L145306,2026-08-19 01:02:00,thirdparty,CRM,mobile,autoabzar,Rasht,Saman,installment,98,24,7100000.0,0.0,0,1,0,2,3,1,23.0,213000.0,0
L146210,2026-08-06 06:48:00,thirdparty,SEO,desktop,autoabzar,Shiraz,Parsian,cash,47,22,4490000.0,6.0,1,1,0,5,2,1,3.0,116700.0,0
L108825,2026-08-09 18:51:00,thirdparty,Paid,mobile,autoabzar,Other,Alborz,cash,155,26,6950000.0,0.0,0,0,0,4,0,1,1.2,180700.0,0
L134319,2026-06-22 07:53:00,thirdparty,SEO,desktop,direct,,Parsian,cash,43,18,3380000.0,8.0,0,0,0,2,0,0,8.4,87900.0,0
L117032,2026-08-07 07:56:00,carbody,Paid,mobile,shoraka,Tabriz,Alborz,installment,60,29,16830000.0,7.7,1,1,0,3,2,0,4.9,639500.0,0
L117152,2026-04-22 22:52:00,thirdparty,CRM,mobile,direct,Karaj,Parsian,installment,160,7,8230000.0,4.7,1,1,0,5,5,0,2.7,214000.0,0
L143788,2026-07-15 14:13:00,carbody,SEO,mobile,shoraka,Tehran,Saman,cash,86,14,20050000.0,0.0,0,0,0,3,2,1,6.2,842100.0,0
L139176,2026-04-14 03:08:00,thirdparty,Referral,mobile,direct,Tehran,Saman,cash,39,23,6470000.0,1.1,0,0,0,1,1,1,3.8,194100.0,0
L121320,2026-07-24 02:29:00,thirdparty,Paid,mobile,direct,Rasht,Iran,bnpl,40,20,6600000.0,8.5,0,1,0,7,2,0,2.5,158400.0,0
L105094,2026-05-03 12:18:00,thirdparty,SEO,mobile,direct,Other,Asia,cash,131,-5,6250000.0,6.3,0,1,0,5,1,2,37.5,162500.0,0
L119955,2026-08-20 14:57:00,thirdparty,SEO,desktop,autoabzar,Other,Iran,bnpl,209,25,9880000.0,6.7,0,0,0,5,1,3,5.7,237100.0,0
L116570,2026-06-25 19:10:00,thirdparty,Paid,mobile,direct,Karaj,Saman,cash,163,13,5200000.0,9.7,0,1,0,7,4,1,8.1,156000.0,0
L137010,2026-04-13 15:30:00,carbody,Paid,mobile,direct,Tehran,Dana,cash,74,11,22100000.0,11.1,0,1,0,4,5,0,9.1,839800.0,0
L123508,2026-07-14 21:20:00,carbody,SEO,mobile,direct,Isfahan,Saman,cash,46,17,20970000.0,4.3,1,1,0,6,8,3,1.2,880700.0,0
L124824,2026-04-04 12:47:00,carbody,Paid,mobile,direct,Other,Saman,bnpl,98,36,27780000.0,9.1,0,1,0,4,3,1,15.3,1111200.0,0
L142003,2026-04-29 18:42:00,thirdparty,SEO,mobile,shoraka,Qom,Saman,cash,75,13,3630000.0,0.2,0,1,0,5,1,1,1.3,108900.0,0
L113406,2026-05-17 23:09:00,carbody,SEO,desktop,direct,Tehran,Iran,installment,26,8,17910000.0,5.2,0,1,0,3,1,1,0.4,680600.0,1
L132636,2026-05-29 23:26:00,thirdparty,Paid,desktop,direct,Other,Asia,cash,91,22,7370000.0,2.9,1,1,0,3,4,1,10.5,191600.0,0
L111893,2026-05-31 18:26:00,carbody,Paid,mobile,direct,Rasht,Asia,cash,124,24,30030000.0,10.1,0,1,0,2,4,2,24.0,1141100.0,0
